train_loss,train_accuracy,epoch
1.524968147277832,0.6051224483767097,1
0.6271732449531555,0.9284511535848277,2
0.3166746497154236,0.9605624649197956,3
0.23002758622169495,0.9688930903075241,4
0.20759499073028564,0.9723494136066881,5
