epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.8663977384567261,0.521016690515934,0.7504535689949989,0.7408566735684872
2,0.6435133814811707,0.795100834584774,0.5028413496911526,0.8327802941203117
3,0.3909883201122284,0.8549585033180123,0.41269329376518726,0.8743018582463264
4,0.29993754625320435,0.877554220364506,0.35790326446294785,0.8816042616963387
5,0.3402881920337677,0.8944028172277867,0.44671746902167797,0.853706780821085
6,0.4411259591579437,0.9026359597543129,0.3857756871730089,0.8745501562952995
7,0.14374352991580963,0.9138564099942831,0.31911476142704487,0.8973643183708191
8,0.21435752511024475,0.9222364040245687,0.34698701463639736,0.8901928178966045
9,0.15305766463279724,0.9298632239040575,0.33467863500118256,0.8962526991963387
10,0.3490966856479645,0.9372446277087793,0.32133359741419554,0.9022211581468582
11,0.17599117755889893,0.9410926350077292,0.3437456227838993,0.8990036956965923
12,0.20936228334903717,0.9492964072335035,0.33392694406211376,0.9043966084718704
13,0.22670084238052368,0.9466819525661325,0.33237580116838217,0.906393364071846
14,0.12264866381883621,0.9541917891430676,0.33811465185135603,0.9084337577223778
15,0.09293603897094727,0.9597034494679674,0.3308560233563185,0.9070821553468704
16,0.202577143907547,0.958303133347877,0.3401631824672222,0.9057959988713264
17,0.22481085360050201,0.9614950378138319,0.37325749546289444,0.9033982269465923
18,0.13601288199424744,0.9665367737748569,0.35995056852698326,0.9112979955971241
19,0.02256191149353981,0.9687793703007519,0.36103610321879387,0.9075486175715923
20,0.1540113091468811,0.970511720144659,0.3774667717516422,0.9061710424721241
21,0.018355628475546837,0.9718338815789473,0.3636557962745428,0.9105873890221119
22,0.24470941722393036,0.973272030514882,0.3867823425680399,0.9083683080971241
23,0.21924765408039093,0.9710204735734409,0.39399404264986515,0.9034418612718582
24,0.06772185862064362,0.9748490663399374,0.3499556062743068,0.9146027229726315
25,0.1200568825006485,0.9784516575641202,0.386469554156065,0.9110102206468582
