train_loss,train_accuracy,epoch
1.840251088142395,0.6345720919816602,1
0.6595616340637207,0.9126975708072558,2
0.37025123834609985,0.9505321594003041,3
0.27570393681526184,0.9623422085499098,4
0.2502874433994293,0.9655717030279457,5
