epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.7558169960975647,0.4252789679326509,0.9358663707971573,0.6735517755150795
2,0.6640157699584961,0.7367808756075407,0.6357468031346798,0.7829579450190067
3,0.42567479610443115,0.8159442898026086,0.6070609055459499,0.7980686910450459
4,0.33680689334869385,0.8419569184009293,0.43341351114213467,0.8556380867958069
5,0.5028269290924072,0.8656980771767465,0.42937368527054787,0.8543082997202873
6,0.4385550618171692,0.8837020715376488,0.41433173790574074,0.8623389676213264
7,0.30936819314956665,0.8925918143494684,0.36354623548686504,0.8804490081965923
8,0.3032885789871216,0.903615633347877,0.3558961935341358,0.8832872733473778
9,0.2267981618642807,0.9155887598381903,0.3634486701339483,0.8835573866963387
10,0.19808894395828247,0.9154618207673381,0.34077713172882795,0.8959171362221241
11,0.14907951653003693,0.9266519053538043,0.35120715014636517,0.8928783647716045
12,0.2042340487241745,0.9361091421959096,0.3428876930847764,0.8951192647218704
13,0.15131022036075592,0.9344350350530524,0.33984119165688753,0.9010004550218582
14,0.1592906266450882,0.9423550600396063,0.36386738531291485,0.8972032889723778
15,0.15283240377902985,0.9478378479642079,0.3826604336500168,0.8848653584718704
16,0.11475048214197159,0.947025435759609,0.36122329626232386,0.8917012959718704
17,0.24663883447647095,0.9533002260036039,0.36574932653456926,0.8988468237221241
18,0.1005546897649765,0.9556603041806615,0.37227979861199856,0.8996010608971119
19,0.15127819776535034,0.9547986092424035,0.35823935829102993,0.8977352045476437
20,0.11323244124650955,0.9633259526769021,0.4169704560190439,0.8985590487718582
21,0.23798781633377075,0.9618181111221027,0.37822604924440384,0.8993569202721119
22,0.04360275715589523,0.9616618013023434,0.3993996065109968,0.8944522924721241
23,0.1470140516757965,0.9660962192635787,0.3892515730112791,0.9022866077721119
24,0.02429494448006153,0.9734786184210527,0.41152176074683666,0.902731254696846
25,0.11457616090774536,0.9672909432784059,0.40094192512333393,0.8997143022716045
