epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,2.409132242202759,0.08893426625352156,2.4059121012687683,0.09889045869931579
2,2.3884975910186768,0.09463210459938623,2.4012701362371445,0.09962288057431579
3,2.3879594802856445,0.09163683171110942,2.4012009501457214,0.08912483369931579
4,2.3804614543914795,0.09441705429016199,2.3873870223760605,0.1216828040778637
5,2.2644269466400146,0.15464558508387186,2.1827386915683746,0.17631835862994194
6,2.1673052310943604,0.17367853560393914,2.2720398157835007,0.16835314128547907
7,2.12749981880188,0.19099655915471844,2.168637588620186,0.18233460746705532
8,2.102348566055298,0.18945984531165963,2.150611490011215,0.20936461072415113
9,2.112792491912842,0.22252184354273,2.0468672066926956,0.24749418161809444
10,2.170712947845459,0.2080223731752625,2.216652810573578,0.17938310280442238
11,2.3127074241638184,0.15771951061442382,2.286143407225609,0.16049700789153576
12,2.299800395965576,0.16251682568537562,2.270015522837639,0.14977663662284613
13,2.358751058578491,0.18404575398093775,2.3779786229133606,0.10798911191523075
14,2.482847213745117,0.12732174712464325,2.472572445869446,0.1248566322028637
15,2.2051913738250732,0.1564964118756746,2.199212282896042,0.170572224073112
16,2.2090423107147217,0.1682445321764265,2.181914806365967,0.18127077724784613
17,2.2065727710723877,0.17290445389156056,2.1836283653974533,0.1642941739410162
18,2.2264671325683594,0.1723757884780267,2.1631717532873154,0.18224733974784613
19,2.108415126800537,0.1725027279410147,2.179815575480461,0.169577999971807
20,2.3958635330200195,0.17376614871777987,2.156218394637108,0.17818837240338326
21,2.2194418907165527,0.1754302997562222,2.1834305077791214,0.17712038662284613
22,2.220278739929199,0.17216123595721738,2.1709150671958923,0.18011552467942238
23,2.204559087753296,0.1748428937411846,2.1866989731788635,0.183999958448112
24,2.1921725273132324,0.19169248595721738,2.1091396808624268,0.2235465832054615
25,2.1142990589141846,0.23442627355120235,2.0287608057260513,0.255904046818614
