train_loss,train_accuracy,epoch
1.4665706157684326,0.7118253522791055,1
0.5282788276672363,0.93592508345396,2
0.27913036942481995,0.9613305367640542,3
0.20846451818943024,0.9697497858261204,4
0.18852092325687408,0.9731174854509468,5
