train_loss,train_accuracy,epoch
1.3913545608520508,0.7512038049097516,0
0.5446596741676331,0.9261764792768308,1
0.29816800355911255,0.9579332959144486,2
0.21916483342647552,0.9690112552066409,4
0.20089884102344513,0.9716108829872087,4
